,bookid,name,has_disability,words,bookname,gender
52,uc1.b3462870,Alice,1,asked think put thought vomit tried felt hated sighed began cried wondered said continued rang asked waited realized said see dramatized wondered see moved sitting delaying heard cried said said reached did said sobbing make got sobbed called waited thought wondered thought thought blurted begun begged thought blacked told wanted wanted want felt wanted wondered said thought had said wondered dying see make said opened thought nodded thought said thought knew dying wondered determined smile said hope hear close shout saw thought thought passed stay screamed lay held moved help realized felt moaned whimpered thought moaned sobbed pretended sat see see met sat see licked watched sit remember follow saw watched play jump remembered saw added continued said waited hated rang pushed having said said turned slept fall waited pressed said pointed said yelled stared thought put tugged said put forgotten felt reached said knew spared reached asked wanted answered sighed see thought flopped said let said found asked got moved told stirred thought kept had asked thought softened said shook shrugged remembered say sat wait follow watched watch believed tried idolized remembered hear remembered bought remembered written refused said said feigned said be began picked know screamed fought said thought said lying crying called said knew lying met having daydreamed thought stared laughed read see see tried saw discovered rolled looked seemed suspected told thought accepted came asked wanted told was had spent began watch thought rewound pushed fall wanted closed thought called called rang felt given thought looked claimed said floated asked begin waited watched begun wondered wondered hoped beg smile dreamt been was floated woke had explain forgotten sold sold forgotten came woke leaned woke were dropped opened picked said opened envisioned said eaten dreaded answered cried returned watched explained repeated came touched scuffled wondered saw begun heard asked thought decided wondered wear asked held think said knew was loved feel began said smiled thought come taking putting realized come said pointed pointed watched watched saw whispered tried remembered thought see saw thought said asked recalled wore realized love told thought told suggested marveled thought began called going wanted miss did wanted began skidded decided made said see hit looked said allowed had seen told wanted thought looked said said heard thought thought decided thought took pretended murmured think kept thought said told suspected found believe think kept recognize said pour was complained waited waited brushed wore wondered thought lay lounging look liked suspected care think imagined imagined saw had wait touch chat talk remarked did doubt knew felt insisted said told thought thought yelled clipped yelled said counted left thought did pointed say say used point add watched took liked lie used lie remember drawn said added said brought coaxed said returned hollered hung cried pressed whispered wondered said thought said wailed stop knew grabbed gotten had said imagined thought wanted do stuttered having gave imagined pictured watch watch shriek begged insist asked twisted thought considered thought cast thought discovered necking thought thought put propped asked concluded expected remembered saw regarded scream settle sleeping hoped hoped watched came said squeezing felt looked said stood seen carry thought tell paid said dragged went blew imagined put said turned laughed thought dined poured wrote ate said knew reach told murmur held like told minded made found thought battled decided wondered heard realized drifted left said woke said know said met thought had want said had given thought said called want take seemed had wondered had run elicited saw thought help said said wanted sniffled loved decided walked thought outgrown thought squirmed said thought thought said said had remember said peeled said said wanted smiled wanted turned looked thought heard felt lifted looks throws thought watched wondered flashing said thought hit think looked got thought lined pointed hear said shook bit cackled wondered lifted cared took looked put hear moved fared stared winced lay thought thought care hung noticed had cared took followed insisted asked holding realized wanted said maintained lock thought making shivering sneezed laughed sneezed laughed rubbing said said heard asked knew wanted thought call called spoke spoke avoided wondered pointed played instructed playing thought whined scowling wince say show reading pretending cluck hated hated regarded thinks thought stared decided stayed thought wanted realized thought were thought said saw thought wanted dried looked thought 's changed said emptied cried said taken feel thought had grunted said knew was said said has looked forbidden explained changed braiding looked began quit began chatted complained loved knew known felt sipped attributed alternated get read said said care thought shudder forgive thought wondered allowed settled asked flattered saw wondered examined liked gripped said asked thought said asked answered thought spent see remembered been wondered stared awoke shifted thought asked wailed howled cried yowled thought cried suffering said stopped had thought wrote begin ask had said waited asked found suspected thought sit fit interjected lean stared chugged tried sit realized told asked spent hated harbored attributed decreased want thought thought put slept woke getting arrived thought waited thought said remembered met said think realized watched cried imagined thought said spread held looked gotten knew thought saw looked used kept cried wanted cried cried had missed cried felt sob going said said snarled thought said looked told fucked clutching hid wondered sent voted pictured shifted poked knew shouted looked hear watched was began hated hated said settled last looking told thought thought sat said said offered said need gone added said said said sighed had read began wrote crossed think asked said peered said repeated stared stared knew thought chatted shifted wriggled vacated watched watched cried disappear called said whimpered passed said told was go motored pushed waved stared watched realized stared looked see stopped said thought babbled thought heard see asked whisked believe wondered heard watched said seemed resembled wobbled said began said making thought sniveled seemed wondered sleep felt slept said lay called hung asked asked decided said sat said thought sit thought noticed saw thought held said wrote had took asked felt riding was seen watch exhausted liked said shiver shiver squirmed have said knew knew said paying thought wished considered thinking said shouted spent spent imagined sat enjoyed asked said followed wondered use called had turn found called pulled said asked wished stared thought looked do say decided watched thought watched thought sighed thought declined thought said had split swallowed read seen waited did shook realized screamed walked answered think thought answer heard smoking got said bear said wished asked said said daydreamed mused begged fell woke thought had thought pretended have considered felt outgrown preferred paid wondered thought rubbed knew reminded thought glared shrugged said thought said seen took said took smiled expected thought remembered sitting said thought said said said listened lived had looked asked saw see see see said imagined looked thought look waved thought spent collapsed said begun showed said see betrayed said watched said thought slept had asked cried saw thought realized seen seen pulled tried thought see see asked seen thought thought sitting wheeled said watched paid wanted roll said turned recognized found said spoken visited tried look lit offered followed took thought pursued tried tried tried see invite say watch decided marveled tried call stare thought said thought missing ignored gone surrounded found watched watched felt said heard said said gazed thought looked heard smiled fill wondered said thought thought said said smiled thought watched looked thought looked ogled yelled gazed see watched closed tried tried drifted go asked said went wanted said said continued smiled flickered sighed lifted continued reached said continued hauled began think think wondered care wondered said swung pull pulled said eyed heard said sat asked imagine said looked decided felt tried recalled asked said slid watched told watched felt felt arrived asked said ran approached lay listened heard thought wished had watch sleep went seen found lay thought closed felt went looked put breathed put said continued sat slid run wondered was realized had accepted craved went felt decided photographed said saw told tried had asked decided came suggested answered imagined went rolled felt careened slid liked said have got tell tell tell was felt asked seen said said said traveled cried follow saw felt had said sat kept said leave said realized said said noticed want wanted knew knew flipped signing rolled said dropped glared looked drank sat put nuzzled began said murmured slid please put said pictured pushed said visited say moaned practiced asked said looked said felt knew remembered met decided get finished made reminded vowed thought wondered put pulled saw fell closed looked stuck hated missed played said said hauled stand stumbled seen lift shout lift wore began began note felt reply hit bend leaned stopped stood walk looked suspected thought sat tell heard gazing thought heard left walked went seen said looked looked thought asked shuddered wrapped guess tried thought loathed burned said yelled say remembered handed said added loved look thought smiled told say said thought bought concluded bloom sensed was missed woke separate fastened send felt casting pull pull gave admired had grumble followed walk knew wanted thought protested missing went looked tucked began cried wiped said said said stared seen read asked saw said looked said put muttered cried began pointed was pressed liked fit refused had wondered assured had sent decided heard said said said had wondered get looked nodded planning wondered be bend began felt waiting transfer asked asked asked began said looked said told thought going stared stared nodded walked sat walk looked thought has thought thought asked suggested thought said curled wanted curled recalled seen finished wanted said told asked believed continued agreed sympathized said said watched wondered hurt hoped felt said asked spent sat read thought dozed wondered heard heard heard thought thought thought cried walked reminded left said suggested take sat repeated said said said added said said said knew said waited hope wear read groan fall lay growled thought fell woke said waited switched gave told said said said decided said thought thought thought tried think forgot thought tried nodded feel see saw thought cried saw cried called shrieked watched tried tried looked see opened know threw said lifted brought held opened said said woke said thought knew stared crippled murmured looked looked pulled thought began began said stared thought saw began continue see been said smell know smelled used looked met went bit sat felt watched watched looked surprised walk lie shout thought thought spilled stared saw stared watched watched watched remembered asked cried sat stared said said thought thought seduced went gotten gave told cried thought said said sighed began answered said said said been began sit sat said added said went wrote looked watched saw sat said thought leaned thought watched watched spoke read watched bear climbed said have had going thought saw knew looked remembered told walking clenched said returned wondered do saw thought smelled headed remember wheeled felt said felt looked remember looked found sweated looked realized looked said squeezed woke lay thought looked thought thought picked take exercise thought watched is said began washed sat asked said said thought spent need coming thought go see slept woke walked waited said walked was walking thought felt wished sighed looked talk hated stood had wanted stopped tried failed shook nodded nodded forced thought knew had said said replied said thought speak opened blurted thought looked looked asked said moved looked reminded told told cried tempted lift shifted saw told told wedged born called waking asked testing followed told approached shamed looking written doubt said wheeled wheeled hypnotizing lowered protected lifted tell turn allowed seen poke treated prep told asked flung asked held exhausted take hear refined bring helped told greeted see reminding escaped reached frighten tempt asked told sent touched told rumbling adjusted wired hear tell asked ask smacked taught taken comforted gratified embarrassed tricked tricked upset told examine examine condemning eased lowered wheeled encouraged used urging get struck had struck told convinced told telling attached picked show married asked urged come told asked overcome supposed wheeled asked pulled lifted gone wheeled pick cut evaluated pushed wheeled lifted put told wheeled hoisted left pulled stayed reached eyed invited informed escaped stayed hauled facing kissing steadied see told told stationed shocked recognized asked taken spent love love told kissing lifted pinning pulled embraced kissing kissed taught told told rolled took gave told told forced get dragged startled wheeled pushing carrying face hear loved wheeled hugging helped tucked attached met told exhausted lowered dazed asked terrified grab drag cuffed convinced bored left exhausted wore told convince remind tucked held pressed assured terrified told folded asked meet described told told woke checked ask rolled jabbed made rolled helped loved loved hugged crushing hugged overwhelmed accompanied hugged restored hear recommend surrounded patted find sure tired sure rack alive unloaded leader embarrassed baby overweight sure wrong foolish impolite shut-in sure afraid scuffing worn-out speechless afraid girl nice silent success miserable feeble mistress sure girl sure sure quiet awake sure sure sure bad delirious neat child able student nice better sick glad worse sure stupid number seasick disorganized fool normal undermedicated disabled surprised sweating afraid feeble blonde sure sure glad pi afraid aware dizzy frightened harmless sure sure embarrassed grateful grateful grateful young tall digging wide-awake able embarrassed excited schoolteacher obese Scout recipient glad tipsy sure formal yearning afraid sure child noble independent delighted able curious sure lady barber Simchas hoarse young furious miles sure mother mother forehead mother one lips mother hands asked husband accent bed shot hands bed legs doctor teeth neighbors door breath nostrils hands leg leg voice eyes side over desk eyes sheets face pamphlets head eyes breath knees ??? grandmother grandmother breath legs knees chest hips cousin stretcher back room childhood father mother back stories house bedroom stop eyes teacher teacher way mother head head flashlight eyes way arm hand arm vein sides eyes arm arm mother chair mother sunglasses head mother father eyes mother mother mother name children husband mother father brother father mother head father father father parents father mother light mother fantasies father father mother mother father father chip mother mother father father mother father side father heart passions record father friends friends father 45 ??? bangs friends sneakers father friends mother mother forehead hair mother mother brother mother hand mother father mother neighbors room pole slippers bed mother father time Jell-O eyes tears mother legs feet lip arms legs legs hips feet shot life skin aunt bed mother dream horse father pony dream stomach dream horse level pony cheek ones cheeks dream mother mother half mouth eyes unconscious father ??? mother Kiev hat head hands helplessness sleep functions light flank hip hips thigh clogs mother hands Lawrence mother stretcher stretcher father bed mother father letters memories mother father drawer legs legs hair leg head brother mother mother routine mother mother mother mother mother feelings mother stomach friends arm lap grit teeth knuckles mother dancing mother tray mother mother mother mother skin bed hello mother sunglasses mother mother mother mother room grievances body weakness surroundings sensibility hair gowns thoughts arms face eyes bed power feel mother bed bed fingers friends arm arm arm right fist arm arm arms friends arm hip friends mother friends mother room mother nose daughter visitors mother parents mother stomach lip mother mouth drawing chin face knuckles legs mother thighs mother tone mother thighs arm mother thighs look cause hand teacher feel lungs mother bed visitors ankle ankle joints screams head face nose mouth sheets pillows face teacher head head days pillows mouth greens mother pillows lap mother forehead hand mother mother hand face lips camera cigarette slightly face forehead chin stomach hand menu coat bedside mother mother rhetoric teeth mouth tongue mother celery celery tray vision creep mother eyes room recorder mother drawer guidance visitors name son head panic cheek r reverie hand shot mother finger selfpity mother mother head chin mouth head mother laugh mother mother mother mother pull room wrists bed head lip mouth thighs pleasure thighs arm more head legs arms legs friends request copy recording ??? face Wellington temperature magazines friends body fever x-rays name chart doctors well friends grandmother lap grandmother mouth legs nose legs hand nose mother handkerchief fingers toes father grandfather father grandfather brother table brother brother gifts mother mother mother father head book brother father brother mother mother mother stomach father head underpants mother eyes mother mother pocketbook mother mother grandmother grandmother grandmother lunch puffs grandmother hands mother grandmother throat grandmother grandmother brother parents hair ears coffee dislike distaste pills ??? hands well pain pillows mother door x-rays leg well help orthopedists parents window anything equipment mother door pain mother story surgery mother hips elbows arms therapist mother legs handlers reach perspective legs aunt life fruit search junket misery hair head toes bedsores doctors recovery illness chart recovery moved idea doctors well doctors mother trip neck grandfather miracle mother father mother questions mother notebook eyes father father father father father father mother hands mother stomach bed food table player letters pictures pillow mother sunglasses head head arms chest photograph drawer postcard cards mother foot side unwrapped teeth chin pillows mother mother father mother father feet books father own legs mother feet mother belongings feet mother clothes shirt neck jeans pull head stretcher mother water hairbrush glass radio view door tray yesterday door room feet shoulders behind body down mother mother mother mother stomach legs side jacket caravan pocket hip leg wheelchair bed room schedule legs suit side beneath eyes head mouth time bed room hands arms hands pocket head move knees parents half home belt mother mother mother mother father mother ankles face feet friends cards books mother father she about forefinger pants thighs legs brother room brother room rage mother eyes time muscles arm mother mother mother face mother muscles arms enthusiasms mother pulleys press health illness head age curiously eyes frescoturned-to-flesh thoughts room room biceps hand bed scores eye room eyes palms room chair head lashes narrator waist lap legs wheelchair wheelchair trip face father father legs heels brother brother brother brother room room thumbs therapist suit bed thought eyes eyes grandmother feet palm happy father brother grandmother mother brother grandmother grandfather grandmother mother grandmother finger daughter finger wheelchair coat around family father grandmother grandfather brother mother wheelchair father mother father wheelchair company wheels father mother mother mother father parents presents mother father mother well side brother room brother brother brother father mother mother up senses mother mother mother mother own neck mother own mother head head chair wheels way father look beer hand hand hand coat arms seat mass foot foot quarter legs eyes doctors nose lips hands head eyes hand enthusiasm feel chair room hands face shoulders arms therapist back holding teammates chair walker position team neck face cheeks wheelchair walker fingers shoulder knee head five own nurses feet feet heel pants feet canes teeth bed way work adjust grandparents mother mother bowl soup mother mother arms mother eyes mother self-pity mother mother quickly father mother angry father mother mother mother mother mother canes mother mother accent tongue hand jaw mother lips mother pants mother mother mother schedule cheek mother mother mother friends mother mother mother mother mother mother mother mother mother mother nap muscles endurance range legs doctors illness day face face mother childhood body mind hips virginity mouth room mother lip mother direction lip lip father operation Hum father father grandmother grandmother hand throat brother brother grandmother operation feet head eyes palm carcasses window mother mother parents brother bag mother child brother upstairs mother brother mother legs groaned doctor stretcher lips doctor side reflection feet thigh eyes slack hands hands face stretcher hands eyes mother room mother knots sardines put shoes mother mother mother hand father father daddy father mother mother fantasies mother mother brother father brother father father turn pony room room thinking door pillowcase father leg leg leg father concert father foot sailing leg cheek father eyes think mother surgery hip doctor cheek foot eyes mother heart mother mother bed mother mother mother mother mother pillows mother mother parents mother room mother mother room desk mother mother face bed face pillows arms legs friends fists doctor eye forehead friends friends friends friends friends shoes name table table mother mother mother hands bed shoulders bed head mother mother mother binoculars mother mother mother mother easily mother mother heart head mother mouth eyes heart,Alice in Bed,0
53,uc2.ark+=13960=t22b8w678,Morton,1,picked laughed laughed reached questioned shrugged leaned stood talked dropped drew admitted said see urged shrank seemed wrote went come be had said asked looked danced departed come protested go petted enjoyed petted seemed joked said replied watched studied watched said said seated seized has put explained sidled seemed mean talking rose said lingered insisted left seem hung studied had had know tell found pressed used reappeared treated fled brought arose wished stood repeated done associated wished saved wished kept wished come was threw determined began liked filled whirled monopolise said took left do swore held kept been wish hidden lit heard marry loved has has gave say say took met stopped had went turned said whitened told had consigned fall did do rose demanded has has said looking said reached said laughed said left left console made made gone considered died satisfy persuaded do kissed see regarding devoted pleased 'Re help manage put keep frightened used aid said treated keep handed drove inquired got have marry had had see pictured forgiven tell pass tell kill known blinding sulky quiet afraid devoted attention wakeful gentler anxious stranger sister shoulders teeth arms aunt honours aunt hand face sister aunt aunt arm hotel manners bearing aunt aunt demeanour aunt walk wit aunt knees hand lip aunt face life Ma mother devotion admiration years advantage childhood shoes hand affairs heart breath youth childhood mind money shoulders head devotion manner aunt name eyes admiration tongue card hand one face face emotion face devotion aunt face life eyes hand lips confessions question face confessions feet care resolutions living hands face feet aunt sister office departure appearance departure anger ness disappointment own,The Crux,1
54,uc1.$b322793,Hugo,0,stayed told expressed had sold set expected had came said said said made believe returned begin hesitated looked said pursued said coming said reached told said come feel played playing mentioned growing shown thought heard forget insists felt said looks came said nettled prey said walked looked said came said answer designed bear turned said made is is declared was stood been been remembered looked had said wished had look say wished look stood looking looked put said said taken listened said waltzes said pushed turned said smiled walked said said put think wondered seemed set command expected said see reflected said said picked arguing talking go rehabilitated dissuaded compensate keep remember ask show turn vexed got attracted bore prepared struck find sending seek pleased pleased asked intended much furious angry boy extraordinary major horrid house childhood dressing-room arms friends bent conviction tennis pride head wakefulness regret aunts scrutiny hostess wife imagination press eyes face arm exclusion look behaviour senses actors collars,The Last September,1
55,uc1.32106002122734,Tom Robinson,0,done do sat raised showed was lived was passed was caught beating choked beating beating beating hit hit hit stand took been received moved had did took denied seemed happened spoke said ran continued come glanced ran swallowed said shut says did dared took go say said talking beat hesitated need toying sits possesses had was go taking running broke stop went had made moving given tried know done moved brought identified took bunged asked known asked ask asked do married believing sworn need charged put steered help acquit took shot stop got tired save forgotten silent left-handed years person dirt Negro whole specimen reminder man man word case trouble wife family house head arms neck gullet shoulders forehead testimony voice protesting eyes face teeth skin hand face discomfort hand mouth eyes eyes manners predicament answer hand skin shoulder conviction daddy friends case wife jury sho jury wife wife own yard death death death death demise existence widow employer,To Kill A Mockingbird,1
56,uc1.$b322793,Gerald,0,concluded missed conducted rejoined stand said did carrying find looked displaced was remember had said smiled said thought conceive sought thought asked said looked had sat formed smiled lay spoke sound had spoke turned looking had knew liked stood emerged saw saw lost hold receded wanted love said needed know is percolated was charged announced thinking heard had been tossing let affecting assimilated supposed looked liked come thought thought burned laughed kissed knew meant looked looked thought said went heard went expected heard turned came told tugged picked dropped pictured recollected recalled listened dared face took looked turned thought stood trying stepped shone said did sleeping walked concentrated said startled captured exclaimed have wandered slept circled thought had explained preceded was approached groping copied infer knew heard sighed caught hypnotized read confessed stay had see hear smiles said tell captured was leaned said felt opened turned was was drawn sealed regret added were saw spun looked came said yelled said dance woke said slid said said walked realize said thought said said said added be passed added looked seemed said had was threw hurt inquired exalted went came whispered was looking was has comes spoke come coming propped come said said whistled showed waved said thought watched stooped knew said surprised said went produced brought been appalled looked kissed said come thought said went turned given feeling guessed trundled exposed said said came smiled alarmed said nodded stopped disengaging brought thought rubbed noted said overruled said said stared stood had drew summed said said said said touched say know came waiting watched put stood said said said looked told listened concluded said standing come cried know watched saw have said ??? making come said explained cried noticed looked said liked eyed said knew were felt saluted was called pulling sees is is send going says feel told was been knew gave waited said told was informed introduced told saw worried worry describing hear smell saw saw lost hold loved love bring love surprised supposing shot shot make permitted cried eluded fortified encouraged left horrified wished driven freshened see swept marry marry disappointed see marry going borne comforted thought avenged struck watched see remember seen marry meet know taking understood alarmed asked given congratulated took marry find began forced described ruined hated ask get killed dependable musical much dead bodily pleasant delighted matter-of-fact aware shy side nervous flattered intellectual sleepy social dancer round closer excitable half woman dun wood dark definite good link black boy arm hand cheek eagerness party shoulder coming directness world emotions mother life reserve Lois attention intrigued lip eyebrows eyes teeth smile thoughts eyelids look eyes hair neck eye beauty people eyes pocket razor directness approach certainty wristwatch look steps absence trench-coat vitality hand tie mother hands woman body look head kissing attack raspberries cream sugar plate duty grip head country alertness constraint lips afternoon colonel personality tea kiss hand lashes hand coat hand hands eyes sleeve hand cigarette cigarette kisses smoothness mouth writing shoulder motor-bicycle continuity motor-bicycle ears way hair cigarette approach barrenness arm sensibilities uneomprehension touch arms singleness chin -RRB- childishness lashes mother legs attitude lightness friend niceness Lois chin collar moustache look severity indifference inflection face face wrist-watch brain self belt fingers departure room,The Last September,1
57,pst.000044192167,Copeland,0,sat sat cleared had read understand read sensed felt understood find began making knew caught knew twisted said held said adjusted sat cracked spoke said followed opened said jerked slept sleeping breathe meeting counted told say tell cleared said said nodded said were come said were said said laid answer got said coughed said said said coughed tried reached wiped said settled said know thought talked wiped said said coughed said said said give said said said lighted straighten shook brought speak kept felt coughed wanted think have had knew say tried said turned wanted held remembered smiled wrote went climbed encountered pondered come talked stood held walked stopped done crushed said said pressed drew leaned coughed held keeping held said said said dressed went had was said said slept have took bring cracked removed saw looked said sat thought approached sought said shook sat jerked felt felt speak said clamped thought eat refused sat picked speak lay made went said was was started saw drew looked seen remembered observed saw put moistened had turned rest said put felt give decide went kept took stood said scrutinized said washed tried say concentrate stood shook find recognize found settled remember welcomed speak say began explained spelled paused said loosened felt looked took bowed said choked felt swelled wanted wanted spoke moved held said set held replaced written read read make read leaned notice sit stood was moved clipped said stepped was said went slept had found drink brooded held sitting smelled look crumpled prepared looked wish kept finished looked turned-from knew mended rolled said pressed said pronounced moved followed followed waited walked touched knew looked heard listen sat held wiped raised asked think started hear looked gazed asked were sat rose turned walked cogitated think thought decided reached hesitate recognized said sat knew knew said said lay recognized said gave is pressed removed interrupted said said said said said took polished said leaned sat said looked snorted said held said moved said said pulled coughed kept slid leaned said clapped said panted struggled stay had was counted counted figured counted have walking have think got try go wanted watch hung watched followed followed go scrubbed went want opened was said rocked sat leave put heard determined exhorted entrust known known knew go talk said said said see climbed said said felt be wanted tried find knew go had strapped lived reached lived saw walked went rouse disturbed called connected excited asked seen take confused tell noticed look left left fretted welcomed see surrounding named followed asked tired seated named recognized determined released screamed failed made said see thief silent last dead drowsy dizzy silent tired unable deaf ??? able happy weary crazy fanatic ??? crazy kitchen head hands face lips skin hair skull eyes spectacles throat chair silence throat house legs glasses hands lap head fingers joints sleeves wrists hands body hands lips eyes mouth lips fingers head chest face face arms life throat voice spectacles fingers eyeballs throat eyes face hand eyes glasses head forehead face handkerchief spectacles chair children mouth handkerchief face mouth handkerchief glasses fingers lips eyes son pulse wrists fist chest son pulse voice voice house head hands throat summer nightshirt waist hand throat bathrobe hands head shawl face handkerchief mouth face head hands work kitchen home life fingers spectacles fingers eyelids glasses nose childhood mother father shabby hand sons knuckles eyes ears sleeves throat pulse throat throat teeth hat eyes hand lips tongue mind eyes hands glasses veins desk nerves bedroom patients nostrils hands composure arms spectacles face throat shirt throat pocket feet lips fists chest voice words elbow hand throat larynx hand tongue words body patients rule part hand chin neck nod nostrils breakfast breakfast eyes bowl hand hands head hands teeth tongue jaw hand coat head bowels coat hat knees hands hands head muscles face face face face throat eyes arms sides heart pocket head dressing-gown nightshirt spectacles nightshirt hand eyes hands nightshirt shoulder chair hands knees eyes hair throat hand eyes lips mouth nightshirt shoulder throat pillow hands eyes face cheekbones throat voice voice head neck lips mind brain face dress shawl shoulders mind thoughts hand head name life working heart bag bones head heart face suitcase hands heart,The Heart is a Lonely Hunter,1
58,mdp.39015040081708,Miss Lick,0,offered pay swears pay kept backed sat said wanted going says says explains likes wears calls cuts rambling talks mimics moves looks hollers comes patting grabs reaching does folds shakes runs telling wrapped feed rough that sweatshirt hand life tongue politics tone lift stretches head car asshole mouth chin hands jacket shoes voice bun cap smile efforts,Geek Love,0
59,pst.000044192167,Jake,0,come noticed leaned awoke slept lay thought recognized known lay held saw grasping lay sat moved said drank finished took remember wondered looked remember got owed packed began had took feel looked said ate have stranded get asked had got thanked asked leave accept said leaving recognized said left gone turned stood seen remembered wearing squinted held saw rubbed unrolled dropped saw combed jingled felt kept stood realized passed found known went skipped decided remembered noticed came felt remembered stood laughing slept said watched kept stopped stared said leaned opened dug laid read nodded bit known thinking left said began walk seemed entered stared walked wiped approached watched stick slipped walked said had asked nodded return stop walked stored walked sat settled spoke swallowed wanted dimmed sat got stopped had held said pulled sat picked said sucked said turned facing had asked brushed walked loitered thought wanted bought selected paid come left jerked leaned left put said tell caught said handled tried felt been held noticed felt leaned drank rolled do said pressed get wanted wanted wrote crumpled read kept stay found lay came walked come sat said leaned talking hit kept asked put realized shivered watched broke put gulped said shook held ate grasped stamped went talked looked held stuck fought swung returned got went dropped went knew talk awoke raised sharpened continued leaned said laughed laughed laughed walked began spoke raised stepped brought sat relaxed watched drank drank tried sat said felt strained see made sought closed awoke kept was talked seemed opened brought stood rubbed left said asked hung having go did talking smacked asked licked burned closed looked jerked shuffled leaned come wanted understand talk said walk took looked followed talked made hated thought feel gained had knew kept had cut drank worked sleep lay fell remember forgot awoke awoke walking carried stolen been think studied understand met seen rolled opened said leaned laughed looked pushed yelled turned settled let moved had had tried invited help overheard checking listened tickles struts is thinks got oughta tickles act watched fumed followed cut said let kept treated found had felt heard drew began went stayed sob roared banged jumped yelled stumbled sprawled found found stared called felt begun wrote tried knew left was feel asked read said brooded said tore said held waited knocked watched tiptoed fingered said said said turned said said said looked felt wanted come walked stared turned wanted said finished turned gulped stood realized staggered said draw leave walked watched leaned began murmured said swallowed walked turned turned rubbed repeated interrupted said get marries said insisted rested said stared said faltered asked said scowled rose said said swallowed said spoke said shook looked rushed ran went stopped held slowed vomited rested run remember started stamped working passed saw tried said licked said crossed lived locked moved began jerked said said paused grasped reached said sat inhaled took said said said held pushed laid heard stood took picked looked snarled reached walked going go leave like made getting stand want went lie was went feel went was had took bought worked hung scowled noticed left stranded followed watched sideswiped tell followed left question turn watched laughed laughed eased overcame asked draw concerning struck infuriated haunted used led hunted troubled held depressed barefooted found told offered dizzied choked suffocating watched interrupted interrupted blinded passed take told first quiet drunk drunk pale dummy lonesome restless ready sure alert tense drunk AngloSaxon hungry thirsty quick strong face mind eyes hands hands face face hair forehead mustache eyebrows lips mustache head fists hands clothes suitcase books clothes suitcase lips hands pockets face door eyes before eyes tie knee companion socks mustache fingers hand lip shoes head attention eyes accounts name hands fist eye lips mind room mouth hand fingers tie pocket head system face legs mustache voice mouth mind feet face mouth knee pocket shoes feet toes fly mustache head forehead face lips feet shoes fists mouth pocket head body head hands pockets face head face mustache ears glass veins mustache elbows knees head mouth forehead hand arm trousers acceptance tail fists temples thoughts pencil hand eyes clothes eyes fist knee share mouth hand head palm forehead foot body finger glass mustache fists nerves suit friend room head chair outburst forehead face laughter pockets arms meal face lip glass friend lips forehead mouth mouth body lips fingers eyes eyes forehead shirtfront lips hand face hands mind mustache tongue smooth forearm eyes face shoulder neck trousers feet face rolling elbow mouth stomach trousers head blood head room eyes fears arms eyes hand fists job thought face back bed nails Jake eyes chest footsteps knees pockets friend hand palms hand mouth nose lip nose hands legs ears eyeballs puff glass place wine feet eyes chair tie shirt hands thumb lips fist forehead mustache heels chin hand lips brow eyes knuckles face feet lips forehead face belly throat eyes hand mouth head mouth shirt head mustache room mind knees head suitcase arm clothes body shoes head hands eyes mouth hand mouth plate plate head arms hands face eyes handkerchief face mustache suitcase pocket fists shoulders arms journey feet back face face ears ears drunk fist mouth,The Heart is a Lonely Hunter,1
60,6479,Louis,0,remember xiv xi said xi spoke patted troubled watched accompanied councillor brother majesty power foot voice hat place eye face hand life,Notre Dame de Paris,1
61,mdp.39015046349141,Earl,0,given started started spent wanted says says held says rolled took handed says came says thought came says looked says watching take says found was says says says telephoning taking says looked went says says says says came says looking says knows says closing says says says locked told let let fool busy bad man damn man hands fingers overalls hat account confidence business watch business,The Sound and the Fury,1
62,mdp.39015040597794,Fay,0,came grabbed slipped know separated suspected invited kept reported wants said says wants run gone taken poured insisted understand has has run fails reacts knew moved ran got ended found slowed was made began threw caught stopped made began looked picture visualize have told annoyed met mentioned set take picked put watched take visit clear bright alert eager apartment hair throat lips arms appearance suggestion lethargy actions claws head cage regression friend room,Flowers for Algernon,0
63,6479,Charmolue,0,was said said recalled said inquired made accented waiting grown heard put see interfered was took made approached persist said hesitated said said raised said installed seated carry threw held carried feared felt looked press felt learned felt meditated considered buckle comprehending recalled demanded seen stupefied engaged hungry handsome glad busy ear hiding-place brother archdeacon reputation mind den face benignity voice own success order leg feet knees hands head feet head shoulders hands breath arms bosom possession treasure gnome own wife living duty,Notre Dame de Paris,1
64,8469,Mrs. Heathcliff,0,checked said answered reading held come looked returned brought have has abandoned abandoned persisted cherished begins announced seemed wore 'Ll presented born lived wrote suffered had wished convince remained undressed be used staid said have replied observed learned continued murmured covering nursed accustomed regard love dressed examine seated have daughter answer hand eyes occupation face labour apron name lip seat husband kindly home opinion infatuation teach hate hair shoulders age position feet detestation husband family illness brother hands hope request hands knees inlaw needful pertness affairs sauciness heart,Wuthering Heights,0
65,mdp.39015000608102,John Hardy,0,went thought carried came put gone was brought said went go concealed come understand taken came stood put reproached shouldered watched find tell told took arms sisters arms thoughts door hand coming shoulder arms,"Winesburg, Ohio",1
